Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-04-06 00:00:00-04:00,56.3804517940451,59.25420957181764,55.98235353914818,58.87800979614258,63320000,0.0,0.0
2020-04-07 00:00:00-04:00,60.560960685506046,60.748567018759054,58.58242097642709,58.846656799316406,61620000,0.0,0.0
2020-04-08 00:00:00-04:00,59.86876766596092,60.45596046414816,58.91582321231339,60.06283950805664,40334000,0.0,0.0
2020-04-09 00:00:00-04:00,60.6191822762662,60.80877419619722,59.33730885263395,60.04144287109375,54028000,0.0,0.0
2020-04-13 00:00:00-04:00,59.78915284931368,60.43705624337838,58.83521365989364,60.2325325012207,38702000,0.0,0.0
2020-04-14 00:00:00-04:00,61.70350402475182,63.483989395188374,61.134720622102805,62.96049499511719,63358000,0.0,0.0
2020-04-15 00:00:00-04:00,62.02894566560732,63.452141797794475,61.406422169235654,62.565879821777344,42236000,0.0,0.0
2020-04-16 00:00:00-04:00,63.0555359831681,63.365057016813374,61.61542243153011,62.57234573364258,57896000,0.0,0.0
2020-04-17 00:00:00-04:00,63.78006595578862,64.19309218879452,62.99880134225195,63.64570999145508,51050000,0.0,0.0
2020-04-20 00:00:00-04:00,63.19237866612476,63.53723033913038,62.52307795892024,62.7574577331543,35292000,0.0,0.0
2020-04-21 00:00:00-04:00,61.83984635367317,62.202610123197196,59.9633161587621,60.31961441040039,49648000,0.0,0.0
2020-04-22 00:00:00-04:00,61.76022700362581,63.689502669146925,61.56565781052298,62.62111282348633,46296000,0.0,0.0
2020-04-23 00:00:00-04:00,62.98586521952871,64.10103609301092,62.72660667994224,63.256072998046875,34202000,0.0,0.0
2020-04-24 00:00:00-04:00,62.45142034269284,63.581519212126466,61.904038134854936,63.526283264160156,37402000,0.0,0.0
2020-04-27 00:00:00-04:00,64.29261611187121,64.39711983752524,62.95202534102773,63.24064636230469,44186000,0.0,0.0
2020-04-28 00:00:00-04:00,63.854715732055425,63.93233991292163,61.22627956997814,61.33625411987305,80700000,0.0,0.0
2020-04-29 00:00:00-04:00,66.93000841508254,67.6839037451793,66.02085713189535,66.78968048095703,108358000,0.0,0.0
2020-04-30 00:00:00-04:00,66.2512539359075,67.17881846187733,65.76059592377868,67.01460266113281,55842000,0.0,0.0
2020-05-01 00:00:00-04:00,65.88948738417584,67.24998736729863,65.17142379081537,65.55259704589844,48872000,0.0,0.0
2020-05-04 00:00:00-04:00,65.09528785583291,65.90840178406958,64.49216850017636,65.83026885986328,30806000,0.0,0.0
2020-05-05 00:00:00-04:00,66.55679496980919,68.2243215628969,66.43388558474965,67.13005065917969,39666000,0.0,0.0
2020-05-06 00:00:00-04:00,67.57691203996187,68.1088688429485,66.936472738984,66.95140075683594,31732000,0.0,0.0
2020-05-07 00:00:00-04:00,67.74162698307182,68.47263673969645,67.30521401409817,68.13822937011719,30652000,0.0,0.0
2020-05-08 00:00:00-04:00,68.76224962511807,69.49972107273517,68.2740821604466,68.88764953613281,33326000,0.0,0.0
2020-05-11 00:00:00-04:00,68.51194548372064,70.43972524742269,68.44775348367992,69.84556579589844,32718000,0.0,0.0
2020-05-12 00:00:00-04:00,70.0759789975778,70.38002162525305,68.39849771813944,68.43183898925781,33918000,0.0,0.0
2020-05-13 00:00:00-04:00,68.48059978522438,68.93692187825766,66.0845538197152,67.09571838378906,40368000,0.0,0.0
